county,precinct,office,district,party,candidate,votes,election_day,absentee/mail-in,provisional
Cambria,South Fork Borough,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,292,253,39,0
Cambria,South Fork Borough,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,8,7,1,0
Cambria,South Fork Borough,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,5,3,2,0
Cambria,South Fork Borough,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,3,0,0
Cambria,South Fork Borough,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Southmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",372,233,139,0
Cambria,Southmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,490,405,85,0
Cambria,Southmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,10,8,2,0
Cambria,Southmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,5,5,0,0
Cambria,Southmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,4,3,1,0
Cambria,Southmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Southmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",154,112,42,0
Cambria,Southmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,190,169,21,0
Cambria,Southmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,6,1,0
Cambria,Southmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,6,4,2,0
Cambria,Southmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,2,1,0
Cambria,Southmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Stonycreek Township - Ward 1,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",163,111,52,0
Cambria,Stonycreek Township - Ward 1,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,258,224,33,1
Cambria,Stonycreek Township - Ward 1,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,3,3,0,0
Cambria,Stonycreek Township - Ward 1,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Stonycreek Township - Ward 1,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,1,1,0
Cambria,Stonycreek Township - Ward 1,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Stonycreek Township - Ward 2,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",84,67,17,0
Cambria,Stonycreek Township - Ward 2,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,137,124,13,0
Cambria,Stonycreek Township - Ward 2,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,1,1,0,0
Cambria,Stonycreek Township - Ward 2,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Stonycreek Township - Ward 2,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,3,0,0
Cambria,Stonycreek Township - Ward 2,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Stonycreek Township - Ward 3,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",160,102,58,0
Cambria,Stonycreek Township - Ward 3,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,231,179,52,0
Cambria,Stonycreek Township - Ward 3,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,4,3,0
Cambria,Stonycreek Township - Ward 3,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,2,1,1,0
Cambria,Stonycreek Township - Ward 3,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,2,0,0
Cambria,Stonycreek Township - Ward 3,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Stonycreek Township - Ward 4,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",186,119,66,1
Cambria,Stonycreek Township - Ward 4,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,295,262,33,0
Cambria,Stonycreek Township - Ward 4,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,5,1,4,0
Cambria,Stonycreek Township - Ward 4,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,3,2,1,0
Cambria,Stonycreek Township - Ward 4,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,3,0,0
Cambria,Stonycreek Township - Ward 4,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Summerhill Borough,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",95,75,20,0
Cambria,Summerhill Borough,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,192,170,22,0
Cambria,Summerhill Borough,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,3,3,0,0
Cambria,Summerhill Borough,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Summerhill Borough,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,0,0,0,0
Cambria,Summerhill Borough,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Summerhill Township - North,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",136,91,44,1
Cambria,Summerhill Township - North,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,498,445,53,0
Cambria,Summerhill Township - North,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,7,0,0
Cambria,Summerhill Township - North,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,7,4,3,0
Cambria,Summerhill Township - North,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,4,4,0,0
Cambria,Summerhill Township - North,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Summerhill Township - South,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",161,119,42,0
Cambria,Summerhill Township - South,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,454,412,42,0
Cambria,Summerhill Township - South,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,13,10,3,0
Cambria,Summerhill Township - South,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,5,4,1,0
Cambria,Summerhill Township - South,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,3,0,0
Cambria,Summerhill Township - South,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Susquehanna Township - North,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",123,76,47,0
Cambria,Susquehanna Township - North,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,514,455,59,0
Cambria,Susquehanna Township - North,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,10,7,3,0
Cambria,Susquehanna Township - North,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,4,4,0,0
Cambria,Susquehanna Township - North,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,1,1,0
Cambria,Susquehanna Township - North,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Susquehanna Township - South,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",102,60,42,0
Cambria,Susquehanna Township - South,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,298,272,26,0
Cambria,Susquehanna Township - South,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,5,3,2,0
Cambria,Susquehanna Township - South,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,1,1,0,0
Cambria,Susquehanna Township - South,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,2,0,0
Cambria,Susquehanna Township - South,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Tunnelhill Borough,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",21,16,5,0
Cambria,Tunnelhill Borough,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,100,82,18,0
Cambria,Tunnelhill Borough,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,1,1,0,0
Cambria,Tunnelhill Borough,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,3,1,2,0
Cambria,Tunnelhill Borough,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,0,0,0,0
Cambria,Tunnelhill Borough,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Upper Yoder Township No. 1,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",324,192,132,0
Cambria,Upper Yoder Township No. 1,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,662,535,127,0
Cambria,Upper Yoder Township No. 1,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,6,1,0
Cambria,Upper Yoder Township No. 1,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,8,4,4,0
Cambria,Upper Yoder Township No. 1,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Upper Yoder Township No. 1,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Upper Yoder Township No. 2,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",230,153,77,0
Cambria,Upper Yoder Township No. 2,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,309,271,38,0
Cambria,Upper Yoder Township No. 2,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,6,5,1,0
Cambria,Upper Yoder Township No. 2,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,3,3,0,0
Cambria,Upper Yoder Township No. 2,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,4,2,2,0
Cambria,Upper Yoder Township No. 2,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Upper Yoder Township No. 3,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",249,161,88,0
Cambria,Upper Yoder Township No. 3,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,376,300,76,0
Cambria,Upper Yoder Township No. 3,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,3,1,2,0
Cambria,Upper Yoder Township No. 3,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Upper Yoder Township No. 3,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,2,0,0
Cambria,Upper Yoder Township No. 3,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Upper Yoder Township No. 4,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",268,162,106,0
Cambria,Upper Yoder Township No. 4,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,360,315,45,0
Cambria,Upper Yoder Township No. 4,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,14,11,3,0
Cambria,Upper Yoder Township No. 4,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,5,3,2,0
Cambria,Upper Yoder Township No. 4,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Upper Yoder Township No. 4,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Vintondale Borough,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",49,32,17,0
Cambria,Vintondale Borough,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,166,153,13,0
Cambria,Vintondale Borough,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,1,0,1,0
Cambria,Vintondale Borough,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Vintondale Borough,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,0,0,0,0
Cambria,Vintondale Borough,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Washington Township,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",136,97,39,0
Cambria,Washington Township,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,403,336,67,0
Cambria,Washington Township,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,9,9,0,0
Cambria,Washington Township,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,2,1,1,0
Cambria,Washington Township,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,2,1,0
Cambria,Washington Township,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,West Carroll Township - North,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",81,64,17,0
Cambria,West Carroll Township - North,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,246,217,29,0
Cambria,West Carroll Township - North,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,1,0,1,0
Cambria,West Carroll Township - North,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,1,1,0,0
Cambria,West Carroll Township - North,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,0,0,0,0
Cambria,West Carroll Township - North,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,West Carroll Township - South,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",105,75,30,0
Cambria,West Carroll Township - South,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,228,206,22,0
Cambria,West Carroll Township - South,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,5,2,0
Cambria,West Carroll Township - South,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,4,3,1,0
Cambria,West Carroll Township - South,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,0,0,0,0
Cambria,West Carroll Township - South,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Westmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",378,244,134,0
Cambria,Westmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,524,434,90,0
Cambria,Westmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,11,10,1,0
Cambria,Westmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,10,8,2,0
Cambria,Westmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,1,1,0
Cambria,Westmont Borough No. 1,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Westmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",490,286,204,0
Cambria,Westmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,682,527,154,1
Cambria,Westmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,6,4,2,0
Cambria,Westmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,3,2,1,0
Cambria,Westmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Westmont Borough No. 2,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Westmont Borough No. 3,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",457,301,156,0
Cambria,Westmont Borough No. 3,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,687,563,124,0
Cambria,Westmont Borough No. 3,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,5,2,0
Cambria,Westmont Borough No. 3,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,5,4,1,0
Cambria,Westmont Borough No. 3,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,2,0,0
Cambria,Westmont Borough No. 3,UNITED STATES SENATOR ( 1),NA,NA,Write-in,2,1,1,0
Cambria,West Taylor Township,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",131,96,35,0
Cambria,West Taylor Township,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,291,248,43,0
Cambria,West Taylor Township,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,2,2,0,0
Cambria,West Taylor Township,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,1,1,0,0
Cambria,West Taylor Township,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,2,0,0
Cambria,West Taylor Township,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,White Township,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",134,96,38,0
Cambria,White Township,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,400,357,43,0
Cambria,White Township,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,5,2,3,0
Cambria,White Township,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,3,3,0,0
Cambria,White Township,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,2,0,0
Cambria,White Township,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Wilmore Borough,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",28,23,5,0
Cambria,Wilmore Borough,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,85,84,1,0
Cambria,Wilmore Borough,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,2,2,0,0
Cambria,Wilmore Borough,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Wilmore Borough,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Wilmore Borough,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Center Town,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",234,130,104,0
Cambria,Johnstown Center Town,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,137,96,41,0
Cambria,Johnstown Center Town,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,6,0,6,0
Cambria,Johnstown Center Town,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,4,2,2,0
Cambria,Johnstown Center Town,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,5,4,1,0
Cambria,Johnstown Center Town,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Kernville,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",116,82,33,1
Cambria,Johnstown Kernville,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,82,56,26,0
Cambria,Johnstown Kernville,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,6,6,0,0
Cambria,Johnstown Kernville,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,3,3,0,0
Cambria,Johnstown Kernville,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,2,1,1,0
Cambria,Johnstown Kernville,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Johnstown Seventh Ward,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",268,195,73,0
Cambria,Johnstown Seventh Ward,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,203,174,29,0
Cambria,Johnstown Seventh Ward,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,6,1,0
Cambria,Johnstown Seventh Ward,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,4,4,0,0
Cambria,Johnstown Seventh Ward,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Johnstown Seventh Ward,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Eighth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",170,114,56,0
Cambria,Johnstown Eighth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,139,111,28,0
Cambria,Johnstown Eighth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,3,4,0
Cambria,Johnstown Eighth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,1,0,1,0
Cambria,Johnstown Eighth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,4,4,0,0
Cambria,Johnstown Eighth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Eighth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",333,217,116,0
Cambria,Johnstown Eighth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,420,340,80,0
Cambria,Johnstown Eighth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,10,9,1,0
Cambria,Johnstown Eighth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,9,4,5,0
Cambria,Johnstown Eighth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,3,0,0
Cambria,Johnstown Eighth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Johnstown Old Conemaugh Woodvale,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",217,171,46,0
Cambria,Johnstown Old Conemaugh Woodvale,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,174,138,35,1
Cambria,Johnstown Old Conemaugh Woodvale,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,8,7,1,0
Cambria,Johnstown Old Conemaugh Woodvale,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,7,6,1,0
Cambria,Johnstown Old Conemaugh Woodvale,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,4,4,0,0
Cambria,Johnstown Old Conemaugh Woodvale,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Prospect,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",110,86,23,1
Cambria,Johnstown Prospect,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,36,30,6,0
Cambria,Johnstown Prospect,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,4,4,0,0
Cambria,Johnstown Prospect,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Johnstown Prospect,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Johnstown Prospect,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Cambria City,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",78,52,26,0
Cambria,Johnstown Cambria City,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,75,67,8,0
Cambria,Johnstown Cambria City,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,5,5,0,0
Cambria,Johnstown Cambria City,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,0,0,0,0
Cambria,Johnstown Cambria City,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Johnstown Cambria City,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Seventeenth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",203,142,61,0
Cambria,Johnstown Seventeenth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,168,139,29,0
Cambria,Johnstown Seventeenth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,10,9,1,0
Cambria,Johnstown Seventeenth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,7,7,0,0
Cambria,Johnstown Seventeenth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,3,2,1,0
Cambria,Johnstown Seventeenth Ward No. 1,UNITED STATES SENATOR ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Johnstown Seventeenth Ward No. 2,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",231,161,70,0
Cambria,Johnstown Seventeenth Ward No. 2,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,186,147,39,0
Cambria,Johnstown Seventeenth Ward No. 2,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,7,6,1,0
Cambria,Johnstown Seventeenth Ward No. 2,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,6,5,1,0
Cambria,Johnstown Seventeenth Ward No. 2,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,6,4,2,0
Cambria,Johnstown Seventeenth Ward No. 2,UNITED STATES SENATOR ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Johnstown Seventeenth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",154,109,45,0
Cambria,Johnstown Seventeenth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,209,180,29,0
Cambria,Johnstown Seventeenth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,8,7,1,0
Cambria,Johnstown Seventeenth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,4,4,0,0
Cambria,Johnstown Seventeenth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Johnstown Seventeenth Ward No. 3,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Seventeenth Ward No. 4,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",119,87,32,0
Cambria,Johnstown Seventeenth Ward No. 4,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,143,112,31,0
Cambria,Johnstown Seventeenth Ward No. 4,UNITED STATES SENATOR ( 1),NA,NA,JOHN C. THOMAS,1,0,1,0
Cambria,Johnstown Seventeenth Ward No. 4,UNITED STATES SENATOR ( 1),NA,NA,LEILA HAZOU,2,2,0,0
Cambria,Johnstown Seventeenth Ward No. 4,UNITED STATES SENATOR ( 1),NA,NA,MARTY SELKER,1,1,0,0
Cambria,Johnstown Seventeenth Ward No. 4,UNITED STATES SENATOR ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Johnstown Eighteenth Ward,UNITED STATES SENATOR ( 1),NA,NA,"ROBERT P. CASEY, JR.",165,126,39,0
Cambria,Johnstown Eighteenth Ward,UNITED STATES SENATOR ( 1),NA,NA,DAVE MCCORMICK,192,161,31,0
