ElectionDate,OfficeCode(text),DistrictCode(Text),StatusCode,CountyCode,county,precinct,zoffice1,office,district,PartyOrder,PartyDescription,party,CandidateID,candidate,CandidateFirstName,CandidateMiddleName,CandidateFormerName,votes,WriteIn(W)/Uncommitted(Z),Recount(*),Nomindated(N)/Elected(E)
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,689,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,896,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,6,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,2,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,8,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,2,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,4,,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,42,KEWEENAW,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,12,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,2298,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,4523,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,27,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,10,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,38,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,4,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,3,,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,43,LAKE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,131,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,15921,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,36982,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,199,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,53,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,276,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,14,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,11,,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,44,LAPEER,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,195,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,8407,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,6392,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,273,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,183,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,188,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,92,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,66,,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,45,LEELANAU,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,137,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,20782,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,33457,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,225,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,61,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,283,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,19,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,36,,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,46,LENAWEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,332,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,49484,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,81204,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,545,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,126,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,588,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,38,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,52,,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,47,LIVINGSTON,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,11,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,769,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,2170,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,13,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,5,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,15,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,1,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,1,,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,48,LUCE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,11,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,2674,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,4476,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,21,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,11,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,39,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,1,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,4,,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,49,MACKINAC,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,4257,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,214930,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,284639,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,1693,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,493,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,2157,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,222,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,593,,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,50,MACOMB,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,51,MANISTEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,42,,,
11/5/2024,1,0,0,51,MANISTEE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,6541,,,
